class,ht,player,pos,tm_link,player_link,year
SR,72.0,Mike Green,G,butler,mike-green-2,2008
FR,73.0,Zach Hahn,G,butler,zach-hahn-1,2008
FR,80.0,Matt Howard,F,butler,matt-howard-1,2008
SO,80.0,Avery Jukes,F,butler,avery-jukes-1,2008
SO,77.0,Grant Leiendecker,G,butler,grant-leiendecker-1,2008
SO,73.0,Nick Rodgers,G,butler,nick-rodgers-1,2008
JR,72.0,Ben Slaton,G,butler,ben-slaton-1,2008
SR,79.0,Drew Streicher,G,butler,drew-streicher-1,2008
FR,72.0,Shawn Vanzant,G,butler,shawn-vanzant-1,2008
SO,75.0,Willie Veasley,G,butler,willie-veasley-1,2008
SR,79.0,Ryan Cahak,F,syracuse,ryan-cahak-1,2008
JR,76.0,Eric Devendorf,G,syracuse,eric-devendorf-1,2008
FR,72.0,Jonny Flynn,G,syracuse,jonny-flynn-1,2008
FR,83.0,Donte Greene,F,syracuse,donte-greene-1,2008
SO,77.0,Paul Harris,F,syracuse,paul-harris-1,2008
FR,81.0,Rick Jackson,F,syracuse,rick-jackson-1,2008
FR,74.0,Scoop Jardine,G,syracuse,scoop-jardine-1,2008
JR,80.0,Kristof Ongenaet,F,syracuse,kristof-ongenaet-1,2008
JR,81.0,Arinze Onuaku,C,syracuse,arinze-onuaku-1,2008
SR,75.0,Jake Presutti,G,syracuse,jake-presutti-1,2008
JR,73.0,Justin Thomas,G,syracuse,justin-thomas-2,2008
FR,,Mike Williams,,syracuse,mike-williams-3,2008
FR,82.0,Sean Williams,C,syracuse,sean-williams-2,2008
SR,74.0,Josh Wright,G,syracuse,josh-wright-1,2008
JR,81.0,Daniel Faris,F,new-mexico,daniel-faris-1,2008
FR,73.0,Dairese Gary,G,new-mexico,dairese-gary-1,2008
SR,77.0,J.R. Giddens,G,new-mexico,jr-giddens-1,2008
JR,80.0,Johnnie Harris,F,new-mexico,johnnie-harris-1,2008
SO,78.0,Roman Martinez,F,new-mexico,roman-martinez-1,2008
JR,82.0,Monquel Pegues,F,new-mexico,monquel-pegues-1,2008
SR,73.0,Darren Prentice,G,new-mexico,darren-prentice-1,2008
SR,69.0,Jamaal Smith,G,new-mexico,jamaal-smith-1,2008
JR,79.0,Chad Toppert,G,new-mexico,chad-toppert-1,2008
FR,78.0,Jonathan Wills,G,new-mexico,jonathan-wills-1,2008
SO,73.0,Patrick Beverley,G,arkansas,patrick-beverley-1,2008
FR,75.0,Marcus Britt,G,arkansas,marcus-britt-1,2008
SO,75.0,Stephen Cox,G,arkansas,stephen-cox-1,2008
SR,72.0,Gary Ervin,G,arkansas,gary-ervin-1,2008
SR,84.0,Steven Hill,C,arkansas,steven-hill-1,2008
SR,82.0,Vincent Hunter,C,arkansas,vincent-hunter-1,2008
FR,78.0,Levan Patsatsia,G,arkansas,levan-patsatsia-1,2008
FR,76.0,Nate Rakestraw,G,arkansas,nate-rakestraw-1,2008
SR,80.0,Charles Thomas,F,arkansas,charles-thomas-3,2008
SR,82.0,Darian Townes,C,arkansas,darian-townes-1,2008
SO,81.0,Mike Washington,C,arkansas,mike-washington-1,2008
SR,78.0,Sonny Weems,F,arkansas,sonny-weems-1,2008
SO,75.0,Stef Welsh,G,arkansas,stef-welsh-1,2008
JR,79.0,Brian Asbury,G,miami-fl,brian-asbury-1,2008
SO,80.0,Dwayne Collins,F,miami-fl,dwayne-collins-1,2008
SO,76.0,James Dews,G,miami-fl,james-dews-1,2008
SR,74.0,Landon Glover,G,miami-fl,landon-glover-1,2008
JR,80.0,Jimmy Graham,F,miami-fl,jimmy-graham-1,2008
SR,79.0,Raymond Hicks,F,miami-fl,raymond-hicks-1,2008
JR,74.0,Lance Hurdle,G,miami-fl,lance-hurdle-1,2008
SR,81.0,Anthony King,C,miami-fl,anthony-king-1,2008
JR,73.0,Jack McClinton,G,miami-fl,jack-mcclinton-1,2008
SR,83.0,Fabio Nass,F,miami-fl,fabio-nass-1,2008
FR,72.0,Eddie Rios,G,miami-fl,eddie-rios-1,2008
SR,75.0,Jonathan Stratton,G,miami-fl,jonathan-stratton-1,2008
SO,79.0,Adrian Thomas,F,miami-fl,adrian-thomas-1,2008
FR,80.0,Adam Allen,F,florida,adam-allen-1,2008
FR,78.0,Nick Calathes,G,florida,nick-calathes-1,2008
FR,73.0,Hudson Fricke,G,florida,hudson-fricke-1,2008
JR,72.0,Walter Hodge,G,florida,walter-hodge-1,2008
FR,70.0,Jai Lucas,G,florida,jai-lucas-1,2008
SO,79.0,Jonathan Mitchell,F,florida,jonathan-mitchell-1,2008
FR,81.0,Chandler Parsons,F,florida,chandler-parsons-1,2008
FR,77.0,Shayne Payne,G,florida,shayne-payne-1,2008
SO,82.0,Marreese Speights,C,florida,marreese-speights-1,2008
FR,80.0,Alex Tyus,F,florida,alex-tyus-1,2008
JR,79.0,Michael Weisenberg,F,florida,michael-weisenberg-1,2008
SO,79.0,Dan Werner,F,florida,dan-werner-1,2008
JR,73.0,Ryan Brown,G,mississippi,ryan-brown-2,2008
SR,81.0,Dwayne Curtis,C,mississippi,dwayne-curtis-2,2008
FR,74.0,Trevor Gaskins,G,mississippi,trevor-gaskins-1,2008
FR,78.0,Zach Graham,G,mississippi,zach-graham-1,2008
SO,77.0,David Huertas,G,mississippi,david-huertas-1,2008
SO,76.0,Rodney Jones,G,mississippi,rodney-jones-1,2008
JR,79.0,Wesley Jones,F,mississippi,wesley-jones-1,2008
SR,81.0,Jermey Parnell,F,mississippi,jermey-parnell-1,2008
SO,77.0,Eniel Polynice,G,mississippi,eniel-polynice-1,2008
FR,75.0,Will Poole,G,mississippi,will-poole-1,2008
SR,71.0,Brian Smith,G,mississippi,brian-smith-1,2008
JR,73.0,Patrick Spach,G,mississippi,patrick-spach-1,2008
FR,70.0,Chris Warren,G,mississippi,chris-warren-2,2008
JR,77.0,Terrence Watson,F,mississippi,terrence-watson-1,2008
FR,81.0,Malcolm White,F,mississippi,malcolm-white-1,2008
SR,80.0,Kenny Williams,F,mississippi,kenny-williams-2,2008
FR,79.0,Jeff Allen,F,virginia-tech,jeff-allen-2,2008
FR,72.0,Tom Amalfe,G,virginia-tech,tom-amalfe-1,2008
FR,79.0,Terrell Bell,F,virginia-tech,terrell-bell-1,2008
SO,75.0,Paul Debnam,G,virginia-tech,paul-debnam-1,2008
FR,75.0,Malcolm Delaney,G,virginia-tech,malcolm-delaney-1,2008
JR,80.0,Cheick Diakite,F,virginia-tech,cheick-diakite-1,2008
FR,77.0,Dorenzo Hudson,G,virginia-tech,dorenzo-hudson-1,2008
FR,78.0,J.T. Thompson,F,virginia-tech,jt-thompson-1,2008
FR,69.0,Hank Thorns,G,virginia-tech,hank-thorns-1,2008
SR,76.0,Marcus Travis,G,virginia-tech,marcus-travis-1,2008
JR,78.0,A.D. Vassallo,G,virginia-tech,ad-vassallo-1,2008
SO,80.0,Terrance Vinson,F,virginia-tech,terrance-vinson-1,2008
SR,79.0,Deron Washington,F,virginia-tech,deron-washington-1,2008
SO,81.0,Lewis Witcher,F,virginia-tech,lewis-witcher-1,2008
SO,80.0,Keith Clark,F,oklahoma,keith-clark-1,2008
SO,78.0,Tony Crocker,G,oklahoma,tony-crocker-1,2008
FR,77.0,Cade Davis,G,oklahoma,cade-davis-1,2008
SO,80.0,Beau Gerber,F,oklahoma,beau-gerber-1,2008
SR,77.0,David Godbold,G,oklahoma,david-godbold-1,2008
FR,82.0,Blake Griffin,F,oklahoma,blake-griffin-1,2008
JR,79.0,Taylor Griffin,F,oklahoma,taylor-griffin-1,2008
JR,75.0,Austin Johnson,G,oklahoma,austin-johnson-2,2008
SO,73.0,Dau Jok,G,oklahoma,dau-jok-1,2008
JR,70.0,Omar Leary,G,oklahoma,omar-leary-1,2008
SR,83.0,Longar Longar,C,oklahoma,longar-longar-1,2008
FR,77.0,Tony Neysmith,G,oklahoma,tony-neysmith-1,2008
SR,75.0,Sam Burgess,G,brigham-young,sam-burgess-1,2008
FR,81.0,Chris Collinsworth,F,brigham-young,chris-collinsworth-1,2008
JR,79.0,Lee Cummard,G,brigham-young,lee-cummard-1,2008
FR,74.0,Jimmer Fredette,G,brigham-young,jimmer-fredette-1,2008
SR,82.0,Vuk Ivanovic,C,brigham-young,vuk-ivanovic-1,2008
FR,73.0,Michael Loyd,G,brigham-young,michael-loyd-1,2008
FR,72.0,Nick Martineau,G,brigham-young,nick-martineau-1,2008
SO,83.0,Chris Miles,F,brigham-young,chris-miles-1,2008
SR,74.0,Ben Murdock,G,brigham-young,ben-murdock-1,2008
JR,83.0,Trent Plaisted,F,brigham-young,trent-plaisted-1,2008
JR,77.0,Archie Rose,G,brigham-young,archie-rose-1,2008
SO,78.0,Jonathan Tavernari,F,brigham-young,jonathan-tavernari-1,2008
JR,71.0,Michael Anderson,G,missouri,michael-anderson-3,2008
SR,72.0,Nick Berardini,G,missouri,nick-berardini-1,2008
SR,79.0,Marshall Brown,F,missouri,marshall-brown-1,2008
SR,79.0,Darryl Butterfield,F,missouri,darryl-butterfield-1,2008
SR,80.0,DeMarre Carroll,F,missouri,demarre-carroll-1,2008
SR,73.0,Stefhon Hannah,G,missouri,stefhon-hannah-1,2008
SR,73.0,Jason Horton,G,missouri,jason-horton-1,2008
SO,74.0,Keon Lawrence,G,missouri,keon-lawrence-1,2008
JR,79.0,Matt Lawrence,G,missouri,matt-lawrence-1,2008
JR,81.0,Leo Lyons,F,missouri,leo-lyons-1,2008
FR,81.0,Justin Safford,F,missouri,justin-safford-1,2008
SO,75.0,J.T. Tiller,G,missouri,jt-tiller-1,2008
SR,80.0,Vaidotas Volkus,F,missouri,vaidotas-volkus-1,2008
FR,74.0,Kamyron Brown,G,oregon,kamyron-brown-1,2008
SO,78.0,Joevan Catron,F,oregon,joevan-catron-1,2008
JR,80.0,Franz Dorsainvil,F,oregon,franz-dorsainvil-1,2008
SR,78.0,Malik Hairston,G,oregon,malik-hairston-1,2008
SR,81.0,Maarty Leunen,F,oregon,maarty-leunen-1,2008
FR,77.0,Lekendric Longmire,G,oregon,lekendric-longmire-1,2008
JR,78.0,Churchill Odia,G,oregon,churchill-odia-1,2008
SR,82.0,Mitch Platt,F,oregon,mitch-platt-1,2008
SO,66.0,Tajuan Porter,G,oregon,tajuan-porter-1,2008
SR,84.0,Ray Schafer,C,oregon,ray-schafer-1,2008
SR,77.0,Bryce Taylor,G,oregon,bryce-taylor-1,2008
FR,80.0,Drew Viney,F,oregon,drew-viney-1,2008
SR,75.0,Aaron Bruce,G,baylor,aaron-bruce-1,2008
SO,71.0,Tweety Carter,G,baylor,tweety-carter-1,2008
JR,85.0,Mamadou Diene,C,baylor,mamadou-diene-1,2008
JR,72.0,Henry Dugat,G,baylor,henry-dugat-1,2008
FR,76.0,LaceDarius Dunn,G,baylor,lacedarius-dunn-1,2008
SR,77.0,Richard Hurd,F,baylor,richard-hurd-1,2008
JR,73.0,Curtis Jerrells,G,baylor,curtis-jerrells-1,2008
SO,85.0,Josh Lomers,C,baylor,josh-lomers-1,2008
JR,81.0,Kevin Rogers,F,baylor,kevin-rogers-1,2008
SR,81.0,Mark Shepherd,F,baylor,mark-shepherd-1,2008
JR,80.0,Delbert Simpson,F,baylor,delbert-simpson-1,2008
FR,82.0,Djibril Thiam,F,baylor,djibril-thiam-1,2008
SR,75.0,Todd Golden,G,saint-marys-ca,todd-golden-1,2008
JR,74.0,Carlin Hughes,G,saint-marys-ca,carlin-hughes-1,2008
FR,72.0,Mickey McConnell,G,saint-marys-ca,mickey-mcconnell-1,2008
FR,72.0,Patrick Mills,G,saint-marys-ca,patrick-mills-1,2008
JR,79.0,Ian O'Leary,F,saint-marys-ca,ian-oleary-1,2008
SO,83.0,Omar Samhan,F,saint-marys-ca,omar-samhan-1,2008
JR,80.0,Diamon Simpson,F,saint-marys-ca,diamon-simpson-1,2008
SR,74.0,Tron Smith,G,saint-marys-ca,tron-smith-1,2008
JR,80.0,Yusef Smith,F,saint-marys-ca,yusef-smith-1,2008
JR,80.0,Lucas Walker,F,saint-marys-ca,lucas-walker-1,2008
JR,77.0,DuBois Williams,G,saint-marys-ca,dubois-williams-1,2008
SO,76.0,Ryan Anderson,G,nebraska,ryan-anderson-2,2008
SO,80.0,Chris Balham,F,nebraska,chris-balham-1,2008
JR,77.0,Ade Dagunduro,G,nebraska,ade-dagunduro-1,2008
JR,71.0,Steve Harley,G,nebraska,steve-harley-1,2008
SO,75.0,Sek Henry,G,nebraska,sek-henry-1,2008
JR,72.0,Nick Krenk,G,nebraska,nick-krenk-1,2008
SR,83.0,Aleks Maric,C,nebraska,aleks-maric-1,2008
FR,67.0,Cookie Miller,G,nebraska,cookie-miller-1,2008
SO,80.0,Ben Nelson,F,nebraska,ben-nelson-1,2008
JR,82.0,Shang Ping,F,nebraska,shang-ping-1,2008
SO,76.0,Cole Salomon,G,nebraska,cole-salomon-1,2008
SO,71.0,Jay-R Strowbridge,G,nebraska,jay-r-strowbridge-2,2008
JR,74.0,Paul Velander,G,nebraska,paul-velander-1,2008
FR,77.0,Andrew Wicklund,G,nebraska,andrew-wicklund-1,2008
JR,78.0,Dwayne Anderson,G,villanova,dwayne-anderson-1,2008
JR,79.0,Shane Clark,F,villanova,shane-clark-1,2008
FR,72.0,Jason Colenda,G,villanova,jason-colenda-1,2008
JR,81.0,Dante Cunningham,F,villanova,dante-cunningham-1,2008
SO,82.0,Casiem Drummond,F,villanova,casiem-drummond-1,2008
FR,73.0,Corey Fisher,G,villanova,corey-fisher-1,2008
FR,73.0,Malcolm Grant,G,villanova,malcolm-grant-1,2008
FR,82.0,Andrew Ott,F,villanova,andrew-ott-1,2008
FR,80.0,Antonio Pena,F,villanova,antonio-pena-1,2008
SO,77.0,Reggie Redding,G,villanova,reggie-redding-1,2008
SO,74.0,Scottie Reynolds,G,villanova,scottie-reynolds-1,2008
FR,77.0,Corey Stokes,G,villanova,corey-stokes-2,2008
JR,81.0,Frank Tchuisi,F,villanova,frank-tchuisi-1,2008
JR,79.0,Rodney Alexander,F,illinois,rodney-alexander-1,2008
JR,77.0,Calvin Brock,G,illinois,calvin-brock-1,2008
SO,83.0,Brian Carlwell,C,illinois,brian-carlwell-1,2008
FR,81.0,Bill Cole,F,illinois,bill-cole-1,2008
FR,81.0,Mike Davis,F,illinois,mike-davis-5,2008
JR,74.0,Chester Frazier,G,illinois,chester-frazier-1,2008
SR,74.0,Chris Hicks,G,illinois,chris-hicks-1,2008
JR,77.0,Steve Holdren,G,illinois,steve-holdren-1,2008
FR,73.0,Jeff Jordan,G,illinois,jeff-jordan-1,2008
FR,75.0,Demetri McCamey,G,illinois,demetri-mccamey-1,2008
JR,75.0,Trent Meacham,G,illinois,trent-meacham-1,2008
SR,82.0,Shaun Pruitt,C,illinois,shaun-pruitt-1,2008
SR,80.0,Brian Randle,F,illinois,brian-randle-1,2008
FR,82.0,Richard Semrau,F,illinois,richard-semrau-1,2008
FR,85.0,Mike Tisdale,C,illinois,mike-tisdale-1,2008
SO,75.0,Jermaine Beal,G,vanderbilt,jermaine-beal-1,2008
FR,73.0,Keegan Bell,G,vanderbilt,keegan-bell-1,2008
FR,69.0,Elliott Cole,G,vanderbilt,elliott-cole-1,2008
SO,76.0,George Drake,G,vanderbilt,george-drake-1,2008
FR,80.0,Joe Duffy,F,vanderbilt,joe-duffy-1,2008
SR,78.0,Shan Foster,G,vanderbilt,shan-foster-1,2008
SR,71.0,Alex Gordon,G,vanderbilt,alex-gordon-1,2008
FR,70.0,Jamie Graham,G,vanderbilt,jamie-graham-1,2008
FR,79.0,Darshawn McClellan,F,vanderbilt,darshawn-mcclellan-1,2008
SR,81.0,Alan Metcalfe,F,vanderbilt,alan-metcalfe-1,2008
SR,81.0,Ross Neltner,F,vanderbilt,ross-neltner-1,2008
FR,82.0,A.J. Ogilvy,C,vanderbilt,aj-ogilvy-1,2008
FR,80.0,Andre Walker,F,vanderbilt,andre-walker-1,2008
JR,82.0,Alade Aminu,F,georgia-tech,alade-aminu-1,2008
SO,76.0,Ty Anderson,G,georgia-tech,ty-anderson-1,2008
JR,78.0,D'Andre Bell,G,georgia-tech,dandre-bell-1,2008
JR,73.0,Gary Cage,G,georgia-tech,gary-cage-1,2008
SR,72.0,Matt Causey,G,georgia-tech,matt-causey-1,2008
JR,75.0,Lewis Clinch,G,georgia-tech,lewis-clinch-1,2008
SO,81.0,Mouhammad Faye,F,georgia-tech,mouhammad-faye-1,2008
FR,81.0,Gani Lawal,F,georgia-tech,gani-lawal-1,2008
FR,74.0,Maurice Miller,G,georgia-tech,maurice-miller-1,2008
SR,77.0,Anthony Morrow,G,georgia-tech,anthony-morrow-1,2008
SO,80.0,Zach Peacock,F,georgia-tech,zach-peacock-1,2008
SO,84.0,Brad Sheehan,C,georgia-tech,brad-sheehan-1,2008
SR,78.0,Jeremis Smith,F,georgia-tech,jeremis-smith-1,2008
FR,77.0,Lance Storrs,G,georgia-tech,lance-storrs-1,2008
FR,85.0,Solomon Alabi,C,florida-state,solomon-alabi-1,2008
FR,,Jordan Bolton,,florida-state,jordan-bolton-1,2008
JR,80.0,Casaan Breeden,F,florida-state,casaan-breeden-1,2008
FR,79.0,Jordan Demercy,G,florida-state,jordan-demercy-1,2008
JR,73.0,Toney Douglas,G,florida-state,toney-douglas-1,2008
JR,81.0,Uche Echefu,F,florida-state,uche-echefu-1,2008
JR,77.0,Brian Hoff,G,florida-state,brian-hoff-1,2008
SR,74.0,Ralph Mims,G,florida-state,ralph-mims-1,2008
FR,69.0,Ben O'Donnell,,florida-state,ben-odonnell-2,2008
SO,80.0,Ryan Reid,F,florida-state,ryan-reid-1,2008
SR,75.0,Jason Rich,G,florida-state,jason-rich-1,2008
SR,73.0,Isaiah Swann,G,florida-state,isaiah-swann-1,2008
FR,81.0,Julian Vaughn,F,florida-state,julian-vaughn-1,2008
SR,79.0,Matt Zitani,F,florida-state,matt-zitani-1,2008
FR,75.0,Ty Abbott,G,arizona-state,ty-abbott-1,2008
SR,76.0,Antwi Atuahene,G,arizona-state,antwi-atuahene-1,2008
SO,82.0,Eric Boateng,C,arizona-state,eric-boateng-1,2008
SO,73.0,Derek Glasser,G,arizona-state,derek-glasser-1,2008
FR,77.0,James Harden,G,arizona-state,james-harden-1,2008
JR,73.0,Steve Jones,G,arizona-state,steve-jones-1,2008
FR,78.0,Rihards Kuksiks,F,arizona-state,rihards-kuksiks-1,2008
FR,74.0,Jamelle McMillan,G,arizona-state,jamelle-mcmillan-1,2008
JR,82.0,Jeff Pendergraph,F,arizona-state,jeff-pendergraph-1,2008
SO,76.0,Christian Polk,G,arizona-state,christian-polk-1,2008
SO,76.0,Jerren Shipp,G,arizona-state,jerren-shipp-1,2008
FR,81.0,Kraidon Woods,F,arizona-state,kraidon-woods-1,2008
JR,77.0,Jamal Abu-Shamala,G,minnesota,jamal-abu-shamala-1,2008
SO,76.0,Travis Busch,G,minnesota,travis-busch-2,2008
SR,81.0,Dan Coleman,F,minnesota,dan-coleman-1,2008
FR,76.0,Blake Hoffarber,G,minnesota,blake-hoffarber-1,2008
JR,79.0,Damian Johnson,F,minnesota,damian-johnson-1,2008
SR,74.0,Lawrence McKenzie,G,minnesota,lawrence-mckenzie-1,2008
FR,73.0,Al Nolen,G,minnesota,al-nolen-1,2008
SO,78.0,Kevin Payton,F,minnesota,kevin-payton-1,2008
SR,81.0,Spencer Tollackson,C,minnesota,spencer-tollackson-1,2008
SO,72.0,Lawrence Westbrook,G,minnesota,lawrence-westbrook-1,2008
JR,81.0,Jonathan Williams,C,minnesota,jonathan-williams-1,2008
JR,72.0,Wink Adams,G,nevada-las-vegas,wink-adams-1,2008
JR,82.0,Emmanuel Adeife,C,nevada-las-vegas,emmanuel-adeife-1,2008
SR,77.0,Corey Bailey,F,nevada-las-vegas,corey-bailey-1,2008
FR,77.0,Troy Cage,F,nevada-las-vegas,troy-cage-1,2008
JR,79.0,Joe Darger,F,nevada-las-vegas,joe-darger-1,2008
SO,75.0,Scott Hoffman,G,nevada-las-vegas,scott-hoffman-1,2008
SO,71.0,Marcus Lawrence,G,nevada-las-vegas,marcus-lawrence-1,2008
SO,80.0,Lamar Roberson,F,nevada-las-vegas,lamar-roberson-1,2008
JR,78.0,Rene Rougeau,G,nevada-las-vegas,rene-rougeau-1,2008
JR,75.0,Mareceo Rutledge,G,nevada-las-vegas,mareceo-rutledge-1,2008
SO,80.0,Matt Shaw,F,nevada-las-vegas,matt-shaw-3,2008
SR,77.0,Curtis Terry,G,nevada-las-vegas,curtis-terry-1,2008
FR,76.0,Kendall Wallace,G,nevada-las-vegas,kendall-wallace-1,2008
FR,74.0,Adrian Bowie,G,maryland,adrian-bowie-1,2008
FR,81.0,Jerome Burney,F,maryland,jerome-burney-1,2008
FR,80.0,Braxton Dupree,C,maryland,braxton-dupree-1,2008
SR,81.0,James Gist,F,maryland,james-gist-1,2008
FR,79.0,Dino Gregory,F,maryland,dino-gregory-1,2008
SO,76.0,Eric Hayes,G,maryland,eric-hayes-1,2008
SR,78.0,Jason McAlpin,G,maryland,jason-mcalpin-1,2008
SO,79.0,Landon Milbourne,F,maryland,landon-milbourne-1,2008
JR,79.0,Dave Neal,F,maryland,dave-neal-1,2008
SR,80.0,Bambale Osby,F,maryland,bambale-osby-1,2008
FR,78.0,David Pearman,F,maryland,david-pearman-1,2008
FR,78.0,Cliff Tucker,G,maryland,cliff-tucker-1,2008
SO,78.0,Greivis Vasquez,G,maryland,greivis-vasquez-1,2008
FR,82.0,Shane Walker,F,maryland,shane-walker-1,2008
FR,71.0,Charoy Bentley,G,saint-josephs,charoy-bentley-1,2008
SO,71.0,C.J. Brown,G,saint-josephs,cj-brown-1,2008
SR,82.0,Pat Calathes,G,saint-josephs,pat-calathes-1,2008
JR,76.0,Tasheed Carr,G,saint-josephs,tasheed-carr-1,2008
SR,80.0,Rob Ferguson,F,saint-josephs,rob-ferguson-1,2008
SO,73.0,Darrin Govens,G,saint-josephs,darrin-govens-1,2008
FR,79.0,Idris Hilliard,F,saint-josephs,idris-hilliard-1,2008
JR,76.0,Edwin Lashley,G,saint-josephs,edwin-lashley-1,2008
SR,81.0,Aryvdas Lidzius,F,saint-josephs,aryvdas-lidzius-1,2008
SO,81.0,Rockwell Moody,F,saint-josephs,rockwell-moody-1,2008
JR,81.0,Ahmad Nivins,F,saint-josephs,ahmad-nivins-1,2008
FR,76.0,D.J. Rivera,G,saint-josephs,dj-rivera-1,2008
SO,77.0,Garrett Williamson,G,saint-josephs,garrett-williamson-1,2008
SR,73.0,Nana Ampim,G,massachusetts,nana-ampim-1,2008
JR,85.0,Luke Bonner,C,massachusetts,luke-bonner-1,2008
SR,79.0,Etienne Brower,F,massachusetts,etienne-brower-2,2008
FR,73.0,Gary Correia,G,massachusetts,gary-correia-1,2008
SR,79.0,Gary Forbes,F,massachusetts,gary-forbes-1,2008
JR,80.0,Tony Gaffney,F,massachusetts,tony-gaffney-1,2008
FR,80.0,Matt Glass,G,massachusetts,matt-glass-1,2008
FR,76.0,Max Groebe,G,massachusetts,max-groebe-1,2008
SO,74.0,Ricky Harris,G,massachusetts,ricky-harris-1,2008
FR,79.0,Matt Hill,F,massachusetts,matt-hill-1,2008
FR,76.0,Sedale Jones,G,massachusetts,sedale-jones-1,2008
FR,79.0,Trey Lang,F,massachusetts,trey-lang-1,2008
FR,81.0,Papa Lo,C,massachusetts,papa-lo-1,2008
JR,72.0,Chris Lowe,G,massachusetts,chris-lowe-1,2008
SR,80.0,Dante Milligan,F,massachusetts,dante-milligan-1,2008
SR,79.0,Matt Pennie,F,massachusetts,matt-pennie-1,2008
FR,80.0,Martavius Adams,F,oklahoma-state,martavius-adams-1,2008
FR,78.0,James Anderson,G,oklahoma-state,james-anderson-3,2008
JR,78.0,Anthony Brown,F,oklahoma-state,anthony-brown-1,2008
SR,81.0,Marcus Dove,G,oklahoma-state,marcus-dove-1,2008
JR,71.0,Byron Eaton,G,oklahoma-state,byron-eaton-1,2008
SO,77.0,Brad Garrett,G,oklahoma-state,brad-garrett-1,2008
JR,77.0,Terrel Harris,G,oklahoma-state,terrel-harris-1,2008
SR,78.0,Tyler Hatch,F,oklahoma-state,tyler-hatch-1,2008
FR,79.0,Marshall Moses,F,oklahoma-state,marshall-moses-1,2008
SO,77.0,Obi Muonelo,G,oklahoma-state,obi-muonelo-1,2008
FR,76.0,Nick Sidorakis,G,oklahoma-state,nick-sidorakis-1,2008
FR,83.0,Ibrahima Thomas,C,oklahoma-state,ibrahima-thomas-1,2008
FR,83.0,Scott Warner,C,oklahoma-state,scott-warner-1,2008
SO,81.0,Ryan Anderson,F,california,ryan-anderson-1,2008
SR,71.0,Patrick Armstrong,G,california,patrick-armstrong-1,2008
SO,80.0,Jamal Boykin,F,california,jamal-boykin-1,2008
SO,77.0,Patrick Christopher,G,california,patrick-christopher-1,2008
SO,77.0,Thomas Fang,F,california,thomas-fang-1,2008
SR,83.0,DeVon Hardin,C,california,devon-hardin-1,2008
FR,80.0,Harper Kamp,F,california,harper-kamp-1,2008
SO,75.0,Nikola Knezevic,G,california,nikola-knezevic-1,2008
SO,71.0,David Liss,G,california,david-liss-1,2008
FR,77.0,Eddie Miller,G,california,eddie-miller-4,2008
SO,70.0,Jerome Randle,G,california,jerome-randle-1,2008
SO,70.0,Nican Robinson,G,california,nican-robinson-1,2008
SR,79.0,Eric Vierneisel,F,california,eric-vierneisel-1,2008
SO,84.0,Jordan Wilkes,C,california,jordan-wilkes-1,2008
JR,81.0,Japeth Aguilar,C,western-kentucky,japeth-aguilar-1,2008
SR,72.0,Tyrone Brazelton,G,western-kentucky,tyrone-brazelton-1,2008
SO,81.0,Jeremy Evans,F,western-kentucky,jeremy-evans-1,2008
FR,79.0,B.J. Frazier,F,western-kentucky,bj-frazier-1,2008
JR,74.0,Desire Gabou,G,western-kentucky,desire-gabou-1,2008
SR,71.0,Adam Howard,G,western-kentucky,adam-howard-1,2008
SR,77.0,Courtney Lee,G,western-kentucky,courtney-lee-1,2008
FR,81.0,D.J. Magley,F,western-kentucky,dj-magley-1,2008
JR,80.0,Matt Maresca,F,western-kentucky,matt-maresca-1,2008
JR,73.0,Orlando Mendez-Valdez,G,western-kentucky,orlando-mendez-valdez-1,2008
FR,77.0,Steffphon Pettigrew,G,western-kentucky,steffphon-pettigrew-1,2008
SR,75.0,Ty Rogers,G,western-kentucky,ty-rogers-1,2008
SR,79.0,Boris Siakam,F,western-kentucky,boris-siakam-1,2008
SO,75.0,A.J. Slaughter,G,western-kentucky,aj-slaughter-1,2008
SR,79.0,Mike Walker,F,western-kentucky,mike-walker-3,2008
FR,76.0,Gary Clark,G,wake-forest,gary-clark-1,2008
JR,74.0,Harvey Hale,G,wake-forest,harvey-hale-1,2008
JR,79.0,Bobby Hoekstra,F,wake-forest,bobby-hoekstra-1,2008
FR,80.0,James Johnson,F,wake-forest,james-johnson-2,2008
JR,73.0,Mike Lepore,G,wake-forest,mike-lepore-1,2008
SO,84.0,Chas McFarland,C,wake-forest,chas-mcfarland-1,2008
SO,81.0,Jamie Skeen,F,wake-forest,jamie-skeen-1,2008
SO,71.0,Ishmael Smith,G,wake-forest,ishmael-smith-1,2008
JR,74.0,Matt Smith,G,wake-forest,matt-smith-5,2008
JR,79.0,Cameron Stanley,F,wake-forest,cameron-stanley-1,2008
FR,74.0,Jeff Teague,G,wake-forest,jeff-teague-1,2008
SO,82.0,David Weaver,C,wake-forest,david-weaver-1,2008
SO,76.0,L.D. Williams,G,wake-forest,ld-williams-1,2008
FR,,Kerry Benson,,kentucky,kerry-benson-1,2008
SR,75.0,Ramel Bradley,G,kentucky,ramel-bradley-1,2008
JR,86.0,Jared Carter,C,kentucky,jared-carter-1,2008
SO,81.0,Mark Coury,F,kentucky,mark-coury-2,2008
