class,ht,player,pos,tm_link,player_link,year
FR,79.0,Tyler Davis,G,dartmouth,tyler-davis-1,2001
SO,77.0,Greg Friel,G,dartmouth,greg-friel-1,2001
SO,79.0,Meador Hall,F,dartmouth,meador-hall-1,2001
SO,77.0,Charles Harris,F,dartmouth,charles-harris-1,2001
FR,80.0,Brendan Herbert,F,dartmouth,brendan-herbert-1,2001
JR,81.0,Mark Kissling,F,dartmouth,mark-kissling-1,2001
FR,83.0,Scott Klingbeil,C,dartmouth,scott-klingbeil-1,2001
SR,80.0,Ian McGinnis,,dartmouth,ian-mcginnis-1,2001
FR,77.0,Jordan Naihe,G,dartmouth,jordan-naihe-1,2001
JR,77.0,Vedad Osmanovic,F,dartmouth,vedad-osmanovic-1,2001
JR,78.0,Chris Swanson,F,dartmouth,chris-swanson-1,2001
FR,72.0,Ka'Ron Barnes,G,cornell,karon-barnes-1,2001
SR,81.0,Greg Barratt,F-C,cornell,greg-barratt-1,2001
JR,78.0,Ryan Cheesman,F,cornell,ryan-cheesman-1,2001
SR,78.0,Kevin Cuttica,G,cornell,kevin-cuttica-1,2001
SO,81.0,Randy Gabler,F,cornell,randy-gabler-1,2001
SR,77.0,Ray Mercedes,F,cornell,ray-mercedes-1,2001
SO,78.0,David Muller,G,cornell,david-muller-1,2001
JR,69.0,Wallace Prather,G,cornell,wallace-prather-1,2001
JR,78.0,Jake Rohe,F,cornell,jake-rohe-1,2001
FR,79.0,Garn Smith,C,cornell,garn-smith-1,2001
JR,77.0,Luke Vernon,F,cornell,luke-vernon-1,2001
SO,73.0,Jacques Vigneault,G,cornell,jacques-vigneault-1,2001
SO,81.0,Brian Williamson,C,cornell,brian-williamson-1,2001
FR,80.0,Olaniyi Beckles,C,long-island-university,olaniyi-beckles-1,2001
SO,79.0,Jaja Bey,F,long-island-university,jaja-bey-1,2001
JR,72.0,Antawn Dobie,G,long-island-university,antawn-dobie-1,2001
SR,82.0,Cheikh Fall,C,long-island-university,cheikh-fall-1,2001
SO,78.0,Dawan Gary,F,long-island-university,dawan-gary-1,2001
SO,78.0,Lee Jones,F,long-island-university,lee-jones-1,2001
FR,71.0,Laforest Knox,G,long-island-university,laforest-knox-1,2001
JR,75.0,Keith Leslie,G,long-island-university,keith-leslie-1,2001
SR,76.0,Ray Rivera,G,long-island-university,ray-rivera-1,2001
SR,79.0,Karim Smith,F,long-island-university,karim-smith-1,2001
SO,72.0,Maurice Yearwood,G,long-island-university,maurice-yearwood-1,2001
SO,71.0,Neal Barker,G,jacksonville-state,neal-barker-1,2001
FR,74.0,Emerson Brown,G,jacksonville-state,emerson-brown-1,2001
SO,,Josh Bryant,F,jacksonville-state,josh-bryant-1,2001
FR,,Earl Bullock,G,jacksonville-state,earl-bullock-1,2001
JR,74.0,Ryan Chambless,F,jacksonville-state,ryan-chambless-1,2001
SO,,Jarrod Greer,F,jacksonville-state,jarrod-greer-1,2001
SR,,Brant Harriman,C,jacksonville-state,brant-harriman-1,2001
SO,,Johnny Kilpatrick,G,jacksonville-state,johnny-kilpatrick-1,2001
SR,75.0,Mike McDaniel,F,jacksonville-state,mike-mcdaniel-1,2001
SO,,Benjamin Moates,C,jacksonville-state,benjamin-moates-1,2001
FR,72.0,Joshua Perry,G,jacksonville-state,joshua-perry-1,2001
SR,,Tim Smith-Lindsey,G,jacksonville-state,tim-smith-lindsey-1,2001
SR,,Jason Taylor,G,jacksonville-state,jason-taylor-1,2001
FR,72.0,Scott Watson,G,jacksonville-state,scott-watson-1,2001
SR,76.0,Chris Brown,F,new-hampshire,chris-brown-2,2001
FR,72.0,Marcus Bullock,G,new-hampshire,marcus-bullock-1,2001
SO,72.0,Shawn Collette,G,new-hampshire,shawn-collette-1,2001
SR,74.0,Colin Donahue,G,new-hampshire,colin-donahue-1,2001
SO,72.0,John Dullea,G,new-hampshire,john-dullea-1,2001
JR,79.0,Assane Faye,F,new-hampshire,assane-faye-1,2001
JR,78.0,Austin Ganly,F,new-hampshire,austin-ganly-1,2001
FR,78.0,Allen Gould,F,new-hampshire,allen-gould-1,2001
FR,78.0,Matt Kauderer,F,new-hampshire,matt-kauderer-1,2001
SR,74.0,Brett Leflem,G,new-hampshire,brett-leflem-1,2001
SR,83.0,Rob Marquardt,C,new-hampshire,rob-marquardt-1,2001
FR,,Anthony Oglesby,G,new-hampshire,anthony-oglesby-1,2001
FR,81.0,Kyle Peterson,F,new-hampshire,kyle-peterson-1,2001
SO,80.0,Jeff Senulis,F,new-hampshire,jeff-senulis-1,2001
JR,74.0,Marty Bailey,G,delaware-state,marty-bailey-1,2001
SO,73.0,James Bowen,G,delaware-state,james-bowen-1,2001
SR,81.0,Brandon Calvert,C,delaware-state,brandon-calvert-1,2001
SO,68.0,Aaron Chambliss,G,delaware-state,aaron-chambliss-1,2001
SO,,Chris Collier,G,delaware-state,chris-collier-1,2001
FR,66.0,Miles Davis,G,delaware-state,miles-davis-1,2001
JR,,Anthony Dulin,G,delaware-state,anthony-dulin-1,2001
JR,76.0,Carrington Hightower,G,delaware-state,carrington-hightower-1,2001
FR,73.0,Tyrone Johnson,G,delaware-state,tyrone-johnson-1,2001
SO,77.0,Andre Matthews,F,delaware-state,andre-matthews-2,2001
SO,,Rapha Moore,F,delaware-state,rapha-moore-1,2001
FR,77.0,Isaiah Nathaniel,G,delaware-state,isaiah-nathaniel-1,2001
SR,78.0,Leon Piper,F,delaware-state,leon-piper-1,2001
SO,75.0,John Seals,G,delaware-state,john-seals-1,2001
JR,78.0,Sergey Stephanenkov,F,delaware-state,sergey-stephanenkov-1,2001
SO,80.0,Clark Bone,F,chicago-state,clark-bone-1,2001
JR,70.0,Erick Cooley,G,chicago-state,erick-cooley-1,2001
JR,69.0,Brian Dilosa,G,chicago-state,brian-dilosa-1,2001
SR,,Basil Evelyn,G,chicago-state,basil-evelyn-1,2001
SR,,Darrell Johns,C,chicago-state,darrell-johns-1,2001
SR,,Tony Jones,F,chicago-state,tony-jones-1,2001
JR,,Jimmy Mack,G,chicago-state,jimmy-mack-1,2001
FR,78.0,Rafael Morris,F,chicago-state,rafael-morris-1,2001
SO,81.0,Randy Nelson,F,chicago-state,randy-nelson-1,2001
JR,,Raheem Oliver,G,chicago-state,raheem-oliver-1,2001
JR,75.0,Danny Osby,G,chicago-state,danny-osby-1,2001
SR,,Jason Wesenberg,G,chicago-state,jason-wesenberg-1,2001
JR,72.0,Terrence West,G,chicago-state,terrence-west-1,2001
JR,79.0,Andre Wiggins,F,chicago-state,andre-wiggins-1,2001
SO,,Kin Yanders,G,chicago-state,kin-yanders-1,2001
FR,75.0,Emre Atsur,G,western-carolina,emre-atsur-1,2001
FR,80.0,Rans Brempong,F-C,western-carolina,rans-brempong-1,2001
SR,74.0,Eryon Ford,G,western-carolina,eryon-ford-1,2001
JR,78.0,Willie Freeman,F,western-carolina,willie-freeman-1,2001
SR,76.0,Ricky Gandy,G,western-carolina,ricky-gandy-1,2001
FR,75.0,Craig Griffin,G,western-carolina,craig-griffin-1,2001
SO,69.0,Kori Hatcher,G,western-carolina,kori-hatcher-1,2001
JR,79.0,Cory Largent,F,western-carolina,cory-largent-1,2001
SR,74.0,Neil Rasnake,G,western-carolina,neil-rasnake-1,2001
JR,72.0,Casey Rogers,G,western-carolina,casey-rogers-1,2001
SR,81.0,Todd Seibert,F,western-carolina,todd-seibert-1,2001
SR,75.0,Corey Wells,G,western-carolina,corey-wells-1,2001
FR,75.0,Neill Berry,G,southeastern-louisiana,neill-berry-1,2001
SR,71.0,Lee Carney,G,southeastern-louisiana,lee-carney-1,2001
JR,78.0,Donald Ceasar,F,southeastern-louisiana,donald-ceasar-1,2001
SO,69.0,Dyron Clark,G,southeastern-louisiana,dyron-clark-1,2001
JR,75.0,Derrick Franklin,G,southeastern-louisiana,derrick-franklin-1,2001
FR,76.0,Lane Frey,F,southeastern-louisiana,lane-frey-1,2001
SR,76.0,Alfrado Jackson,F,southeastern-louisiana,alfrado-jackson-1,2001
JR,79.0,Harold Juluke,F,southeastern-louisiana,harold-juluke-1,2001
SR,73.0,Marcus Kemp,G,southeastern-louisiana,marcus-kemp-1,2001
FR,,Randy McCrory,F,southeastern-louisiana,randy-mccrory-1,2001
SR,78.0,Reggie Patterson,F,southeastern-louisiana,reggie-patterson-1,2001
SR,73.0,Jaron Singletary,G,southeastern-louisiana,jaron-singletary-1,2001
JR,77.0,Curtis Walker,F,southeastern-louisiana,curtis-walker-1,2001
SR,,Jamaal Wolfe,G,southeastern-louisiana,jamaal-wolfe-2,2001
SR,76.0,Seth Barrett,F,army,seth-barrett-1,2001
SO,74.0,Mike Canty,G,army,mike-canty-1,2001
SR,,Joe Clark,F,army,joe-clark-1,2001
SO,77.0,Matt Collins,F,army,matt-collins-1,2001
JR,69.0,Jerry Crockett,G,army,jerry-crockett-1,2001
FR,78.0,Kenny Doleac,F,army,kenny-doleac-1,2001
SO,69.0,Ray Fredrick,G,army,ray-fredrick-1,2001
JR,78.0,Jonte' Harrell,F,army,jonte-harrell-1,2001
FR,79.0,Bill Mohr,C,army,bill-mohr-1,2001
FR,75.0,Sean O'Keefe,G,army,sean-okeefe-1,2001
FR,76.0,Andy Pawling,G,army,andy-pawling-1,2001
JR,78.0,Dax Pearson,F,army,dax-pearson-1,2001
JR,72.0,Joe Quinn,G,army,joe-quinn-1,2001
JR,81.0,Matt Rutledge,C,army,matt-rutledge-1,2001
FR,75.0,Andy Smith,G,army,andy-smith-1,2001
JR,73.0,Chris Spatola,G,army,chris-spatola-1,2001
FR,73.0,J.P. Spatola,G,army,jp-spatola-1,2001
FR,77.0,Josh Wilson,F,army,josh-wilson-1,2001
JR,77.0,Charles Woodruff,F,army,charles-woodruff-1,2001
JR,82.0,Raheim Brown,F,florida-atlantic,raheim-brown-1,2001
FR,74.0,Jeff Cowans,G,florida-atlantic,jeff-cowans-1,2001
FR,70.0,Earnest Crumbley,G,florida-atlantic,earnest-crumbley-1,2001
JR,79.0,Daryl Dingle,F,florida-atlantic,daryl-dingle-1,2001
FR,78.0,Pierre Downing,F,florida-atlantic,pierre-downing-1,2001
FR,,Clay Fuller,G,florida-atlantic,clay-fuller-1,2001
FR,79.0,Jeff Hamilton,F,florida-atlantic,jeff-hamilton-1,2001
FR,,Joe Hatton,G,florida-atlantic,joe-hatton-1,2001
SO,84.0,Nick Neumann,C,florida-atlantic,nick-neumann-1,2001
SR,,Motiejus Reimeris,F,florida-atlantic,motiejus-reimeris-1,2001
FR,,Dave Richardson,G,florida-atlantic,dave-richardson-1,2001
SO,,Doug Silk,G,florida-atlantic,doug-silk-1,2001
JR,70.0,John Smart,G,florida-atlantic,john-smart-1,2001
FR,80.0,Robert Williams,F,florida-atlantic,robert-williams-1,2001
FR,,Tyler Zornes,G,florida-atlantic,tyler-zornes-1,2001
JR,76.0,Tyler Bacon,G,robert-morris,tyler-bacon-1,2001
SO,72.0,John Caruso,G,robert-morris,john-caruso-1,2001
JR,77.0,Eric Casey-Ford,G,robert-morris,eric-casey-ford-1,2001
FR,73.0,Liviti Clarke,G,robert-morris,liviti-clarke-1,2001
FR,80.0,Bobby Davenport,F,robert-morris,bobby-davenport-1,2001
JR,77.0,Wesley Fluellen,F,robert-morris,wesley-fluellen-1,2001
SR,77.0,Naron Jackson,G,robert-morris,naron-jackson-1,2001
FR,72.0,Matthew Rice,G,robert-morris,matthew-rice-1,2001
JR,70.0,Ricky Richburg,G,robert-morris,ricky-richburg-1,2001
SR,79.0,Robert Shirley,F,robert-morris,robert-shirley-1,2001
JR,81.0,Matt Smith,C,robert-morris,matt-smith-7,2001
SO,79.0,Josh Steele,F,robert-morris,josh-steele-1,2001
FR,79.0,Aaron Thomas,F,robert-morris,aaron-thomas-2,2001
JR,78.0,Greg Coe,F,charleston-southern,greg-coe-1,2001
JR,71.0,Quentin Gillmore,G,charleston-southern,quentin-gillmore-1,2001
SO,74.0,Gene Granger,G,charleston-southern,gene-granger-1,2001
SO,78.0,Mladen Karanovic,F,charleston-southern,mladen-karanovic-1,2001
SR,76.0,O.J. Linney,F,charleston-southern,oj-linney-1,2001
JR,73.0,Mirko Mandic,G,charleston-southern,mirko-mandic-1,2001
JR,72.0,Brian McDermott,G,charleston-southern,brian-mcdermott-1,2001
SR,77.0,Nick Mitchell,F,charleston-southern,nick-mitchell-1,2001
FR,71.0,Edward O'Neil,G,charleston-southern,edward-oneil-1,2001
JR,81.0,Nikola Pejovic,F,charleston-southern,nikola-pejovic-1,2001
SR,81.0,Ivica Perica,F,charleston-southern,ivica-perica-1,2001
SO,75.0,James Seegars,G,charleston-southern,james-seegars-1,2001
FR,80.0,Chris Wells,F,charleston-southern,chris-wells-1,2001
SO,78.0,Charles White,G,charleston-southern,charles-white-1,2001
JR,78.0,Namiah Williams,F,charleston-southern,namiah-williams-1,2001
JR,78.0,Carl Alexander,G,southern,carl-alexander-1,2001
JR,77.0,DeAndre Bell,G,southern,deandre-bell-1,2001
SR,78.0,Shannon Bennett,F,southern,shannon-bennett-1,2001
SR,72.0,Devan Clark,G,southern,devan-clark-1,2001
JR,81.0,Keith Dixon,F-C,southern,keith-dixon-1,2001
SO,76.0,Dejuan Goston,G,southern,dejuan-goston-1,2001
SR,74.0,Courtney Henderson,G,southern,courtney-henderson-1,2001
SO,78.0,Brian Johnson,G,southern,brian-johnson-5,2001
SO,75.0,Jonathan Oliver,G,southern,jonathan-oliver-1,2001
SO,67.0,Victor Tarver,G,southern,victor-tarver-1,2001
SR,79.0,Brian Webb,G,southern,brian-webb-1,2001
JR,,Zebton Wells,F-C,southern,zebton-wells-1,2001
JR,80.0,Jay Carter,F,campbell,jay-carter-1,2001
SO,79.0,Jonte Edwards,F,campbell,jonte-edwards-1,2001
JR,74.0,Adam Fellers,G,campbell,adam-fellers-1,2001
FR,,Chris Ferguson,F,campbell,chris-ferguson-1,2001
FR,72.0,Derek Gray,G,campbell,derek-gray-2,2001
SR,,Damien Hannibal,F,campbell,damien-hannibal-1,2001
FR,76.0,Tarick Johnson,G,campbell,tarick-johnson-1,2001
JR,78.0,Bobby Jones,F,campbell,bobby-jones-3,2001
FR,78.0,Brad McKeiver,F,campbell,brad-mckeiver-1,2001
SR,81.0,Andy Miller,C,campbell,andy-miller-2,2001
JR,77.0,Zydrunas Stankus,F,campbell,zydrunas-stankus-1,2001
SR,75.0,Eddie Walker,G,campbell,eddie-walker-1,2001
FR,74.0,Emory Walton,G,campbell,emory-walton-1,2001
SO,69.0,Joey Benjamin,G,hartford,joey-benjamin-1,2001
FR,78.0,Louis Bosley,F,hartford,louis-bosley-1,2001
FR,77.0,Adam Ellis,F,hartford,adam-ellis-1,2001
SO,83.0,Bryan Evans,G,hartford,bryan-evans-1,2001
SR,80.0,Garvin Gordon,F,hartford,garvin-gordon-1,2001
SO,78.0,Pierre Johnson,F,hartford,pierre-johnson-1,2001
JR,82.0,Todd Jones,F-C,hartford,todd-jones-1,2001
SO,76.0,Wayne McClinton,G,hartford,wayne-mcclinton-1,2001
SO,81.0,Josh Odugbela,F-C,hartford,josh-odugbela-1,2001
FR,75.0,Sonny Rozier,G,hartford,sonny-rozier-1,2001
SR,82.0,Rob Sawicki,F-C,hartford,rob-sawicki-1,2001
SR,75.0,Keyon Smith,G-F,hartford,keyon-smith-1,2001
SO,77.0,Hector Solano,F,hartford,hector-solano-1,2001
JR,76.0,Mantas Storpirstis,G-F,hartford,mantas-storpirstis-1,2001
FR,70.0,Ryan Stys,G,hartford,ryan-stys-1,2001
JR,80.0,Jo Adande,F,lamar,jo-adande-1,2001
SO,80.0,Lewis Arline,F,lamar,lewis-arline-1,2001
SO,75.0,Ron Austin,G,lamar,ron-austin-1,2001
FR,75.0,Tyler Hackstadt,G,lamar,tyler-hackstadt-1,2001
FR,76.0,Jared Lane,G,lamar,jared-lane-1,2001
FR,80.0,Brian McCormack,F,lamar,brian-mccormack-1,2001
SO,79.0,Terrell Petteway,F,lamar,terrell-petteway-1,2001
SO,70.0,Joey Ray,G,lamar,joey-ray-1,2001
FR,78.0,Mike Ridgway,F,lamar,mike-ridgway-1,2001
SO,75.0,Eddie Robinson,G,lamar,eddie-robinson-1,2001
FR,83.0,Brian Rowan,C,lamar,brian-rowan-1,2001
SR,75.0,Kenyon Spears,G,lamar,kenyon-spears-1,2001
SR,81.0,Ahmad Allahgholi,F,quinnipiac,ahmad-allahgholi-1,2001
FR,76.0,John Bajda,G,quinnipiac,john-bajda-1,2001
FR,78.0,Rashaun Banjo,F,quinnipiac,rashaun-banjo-1,2001
SR,,Collin Charles,G,quinnipiac,collin-charles-1,2001
SR,78.0,Alphah East,F,quinnipiac,alphah-east-1,2001
SR,75.0,Jamar Fields,G,quinnipiac,jamar-fields-1,2001
JR,75.0,Jared Grasso,G,quinnipiac,jared-grasso-1,2001
JR,,Ryan Kelly,F,quinnipiac,ryan-kelly-2,2001
JR,74.0,Kareem Lee,G,quinnipiac,kareem-lee-1,2001
SR,79.0,Bob Mcneish,F,quinnipiac,bob-mcneish-1,2001
FR,75.0,Kason Mims,G,quinnipiac,kason-mims-1,2001
SO,77.0,Stevie Patrick,G,quinnipiac,stevie-patrick-1,2001
JR,80.0,Bill Romano,F,quinnipiac,bill-romano-1,2001
SR,81.0,Jason Rosato,F,quinnipiac,jason-rosato-1,2001
SO,77.0,Vernon Thompson,G,quinnipiac,vernon-thompson-1,2001
FR,74.0,Donte Alexander,G,mount-st-marys,donte-alexander-1,2001
FR,78.0,Pat Atangana,F,mount-st-marys,pat-atangana-1,2001
SO,76.0,Michael Bajornas,G,mount-st-marys,michael-bajornas-1,2001
FR,74.0,Jamion Christian,G,mount-st-marys,jamion-christian-1,2001
SR,,Michael Cook,C,mount-st-marys,michael-cook-1,2001
SR,,Jason Grace,G,mount-st-marys,jason-grace-1,2001
SR,,Aaron Herbert,G,mount-st-marys,aaron-herbert-1,2001
JR,71.0,Jerry Lloyd,G,mount-st-marys,jerry-lloyd-1,2001
JR,74.0,Esmond Marvray,G,mount-st-marys,esmond-marvray-1,2001
SR,,Stephen Moore,G,mount-st-marys,stephen-moore-1,2001
JR,,Jeff Null,G,mount-st-marys,jeff-null-1,2001
FR,77.0,Keith Price,G-F,mount-st-marys,keith-price-1,2001
SO,80.0,Angel Rivera,F,mount-st-marys,angel-rivera-1,2001
SO,82.0,Melvin Whitaker,C-F,mount-st-marys,melvin-whitaker-1,2001
FR,72.0,Michael Bailey,G,morgan-state,michael-bailey-1,2001
FR,72.0,Cedrick Barrow,G,morgan-state,cedrick-barrow-1,2001
SR,83.0,Michael Canady,C,morgan-state,michael-canady-1,2001
SO,75.0,Randy Dukes,G,morgan-state,randy-dukes-1,2001
SO,79.0,Tom Frederick,F,morgan-state,tom-frederick-1,2001
JR,70.0,Anton Jenifer,G,morgan-state,anton-jenifer-1,2001
JR,79.0,Curtis King,F,morgan-state,curtis-king-1,2001
JR,78.0,Alphonso Lee,F,morgan-state,alphonso-lee-1,2001
JR,73.0,Cory McNeil,G,morgan-state,cory-mcneil-1,2001
JR,80.0,Brandon Reece,F,morgan-state,brandon-reece-1,2001
SO,79.0,Douglas Sims,F,morgan-state,douglas-sims-1,2001
SO,78.0,Cedrick Ward,F,morgan-state,cedrick-ward-1,2001
SO,77.0,Reggie Winkfield,F,morgan-state,reggie-winkfield-1,2001
SO,76.0,Wes Allen,G,north-texas,wes-allen-1,2001
SO,78.0,Chris Davis,G,north-texas,chris-davis-2,2001
SO,76.0,Tyler Helwig,G,north-texas,tyler-helwig-1,2001
FR,75.0,Leonard Hopkins,G,north-texas,leonard-hopkins-1,2001
SR,79.0,Bryan Lucas,F,north-texas,bryan-lucas-1,2001
JR,76.0,Kenneth Mangrum,G,north-texas,kenneth-mangrum-1,2001
FR,,Jeremy McFall,,north-texas,jeremy-mcfall-1,2001
FR,76.0,Antonio McKenzie,G,north-texas,antonio-mckenzie-1,2001
SO,81.0,Jason Miller,F,north-texas,jason-miller-2,2001
JR,,Josh Richardson,F,north-texas,josh-richardson-1,2001
JR,,Mike Ritchie,G,north-texas,mike-ritchie-1,2001
FR,70.0,Jerome Rogers,G,north-texas,jerome-rogers-1,2001
FR,79.0,Will Smith,F,north-texas,will-smith-2,2001
JR,,Terence White,G,north-texas,terence-white-1,2001
JR,,Marcellus Wright,F,north-texas,marcellus-wright-1,2001
JR,70.0,Moses Cage,G,bethune-cookman,moses-cage-1,2001
JR,73.0,Brian Cox,G,bethune-cookman,brian-cox-1,2001
SO,81.0,Jerry Daniels,F-C,bethune-cookman,jerry-daniels-1,2001
SO,,Jesse Daniels,F-C,bethune-cookman,jesse-daniels-1,2001
SR,74.0,Joe Giddens,G,bethune-cookman,joe-giddens-1,2001
JR,73.0,Tyree Harris,G,bethune-cookman,tyree-harris-1,2001
FR,78.0,Randy Kelley,F,bethune-cookman,randy-kelley-1,2001
JR,77.0,Brent King,F,bethune-cookman,brent-king-1,2001
FR,78.0,Diondre Larmond,F,bethune-cookman,diondre-larmond-1,2001
FR,72.0,Dwight Lauder,G,bethune-cookman,dwight-lauder-1,2001
SR,78.0,Derricus Lockwood,F,bethune-cookman,derricus-lockwood-1,2001
FR,80.0,Jerome Nicholson,C,bethune-cookman,jerome-nicholson-1,2001
SO,76.0,Nathanael Reed,F,bethune-cookman,nathanael-reed-1,2001
JR,78.0,Bryan Sanders,F,bethune-cookman,bryan-sanders-1,2001
SO,78.0,Chris Adams,F,elon,chris-adams-1,2001
FR,78.0,Matt Backs,F,elon,matt-backs-1,2001
SR,73.0,Dennis Gaskins,G,elon,dennis-gaskins-1,2001
JR,76.0,David Hall,G,elon,david-hall-2,2001
SR,80.0,Ivan Jerenic,C,elon,ivan-jerenic-1,2001
SO,77.0,Shamar Johnson,G,elon,shamar-johnson-1,2001
FR,79.0,Cameron Kirby,F,elon,cameron-kirby-1,2001
SO,,Drew Kusterman,G,elon,drew-kusterman-1,2001
SR,77.0,Larry Mcswain,F,elon,larry-mcswain-1,2001
JR,75.0,Brendon Rowell,G,elon,brendon-rowell-1,2001
SO,72.0,Ross Sims,G,elon,ross-sims-1,2001
FR,,Michael Wild,G,elon,michael-wild-1,2001
JR,76.0,Nate Brown,F,maryland-eastern-shore,nate-brown-1,2001
JR,77.0,Kevin Darby,F,maryland-eastern-shore,kevin-darby-1,2001
JR,76.0,Chaka Harris,F,maryland-eastern-shore,chaka-harris-1,2001
JR,69.0,Joshua Hickman,G,maryland-eastern-shore,joshua-hickman-1,2001
JR,84.0,Brett Hughes,C,maryland-eastern-shore,brett-hughes-1,2001
SR,75.0,Kevin Moore,G,maryland-eastern-shore,kevin-moore-1,2001
JR,80.0,Mohammad N'Diaye,C,maryland-eastern-shore,mohammad-ndiaye-1,2001
JR,78.0,Andre Newson,G-F,maryland-eastern-shore,andre-newson-1,2001
SR,72.0,Adrian Pryce,G,maryland-eastern-shore,adrian-pryce-1,2001
SO,73.0,Ben Roberts,G,maryland-eastern-shore,ben-roberts-1,2001
JR,75.0,Tim Smith,G,maryland-eastern-shore,tim-smith-2,2001
JR,80.0,Sanyika Street,F,maryland-eastern-shore,sanyika-street-1,2001
SO,78.0,Ali Trotman,F,maryland-eastern-shore,ali-trotman-1,2001
FR,71.0,Tee Trotter,G,maryland-eastern-shore,tee-trotter-1,2001
JR,71.0,Doug Alves,G,high-point,doug-alves-1,2001
SR,77.0,Jimmy Bennett,F,high-point,jimmy-bennett-1,2001
JR,78.0,Craig Clark,,high-point,craig-clark-1,2001
FR,77.0,Brent Halsch,F,high-point,brent-halsch-1,2001
JR,74.0,Teddy Hart,G,high-point,teddy-hart-1,2001
JR,75.0,Mantas Ignatavicius,G,high-point,mantas-ignatavicius-1,2001
FR,71.0,Dan Kalbaugh,G,high-point,dan-kalbaugh-1,2001
JR,80.0,Valdas Kaukenas,F,high-point,valdas-kaukenas-1,2001
FR,81.0,John Stonehocker,C,high-point,john-stonehocker-1,2001
JR,76.0,Derek Van Weerdhuizen,G,high-point,derek-van-weerdhuizen-1,2001
SO,78.0,Dustin Van Weerdhuizen,F,high-point,dustin-van-weerdhuizen-1,2001
JR,79.0,Jay Wallace,F,high-point,jay-wallace-1,2001
SR,79.0,Tim Wilson,C,high-point,tim-wilson-1,2001
JR,79.0,Ervin Anderson,F,saint-marys-ca,ervin-anderson-1,2001
JR,80.0,Chris Baert,C,saint-marys-ca,chris-baert-1,2001
SR,,Jonas Balcuinas,F,saint-marys-ca,jonas-balcuinas-1,2001
SO,81.0,Ross Benson,F,saint-marys-ca,ross-benson-1,2001
JR,75.0,Teohn Conner,G,saint-marys-ca,teohn-conner-1,2001
SO,75.0,Jovan Harris,G,saint-marys-ca,jovan-harris-1,2001
SO,77.0,Tyler Herr,F,saint-marys-ca,tyler-herr-1,2001
SR,,Anthony Jones,G,saint-marys-ca,anthony-jones-6,2001
SR,,Frankie King,G,saint-marys-ca,frankie-king-2,2001
FR,75.0,Paul Marigney,G,saint-marys-ca,paul-marigney-1,2001
FR,80.0,Chase Poole,F,saint-marys-ca,chase-poole-1,2001
FR,79.0,Chris Schlatter,F,saint-marys-ca,chris-schlatter-1,2001
JR,77.0,Ethnie Stubbs,F,saint-marys-ca,ethnie-stubbs-1,2001
JR,75.0,Raymond Appleberry,G,jackson-state,raymond-appleberry-1,2001
JR,77.0,Richard Bradley,F,jackson-state,richard-bradley-1,2001
FR,75.0,John Chandler,G,jackson-state,john-chandler-2,2001
JR,77.0,Cedric Gilbert,F,jackson-state,cedric-gilbert-1,2001
JR,73.0,Eric Large,G,jackson-state,eric-large-1,2001
JR,80.0,Royal Maxwell,F,jackson-state,royal-maxwell-1,2001
JR,71.0,Lawrence Myers,G,jackson-state,lawrence-myers-1,2001
JR,81.0,Brian Nichols,C,jackson-state,brian-nichols-1,2001
JR,71.0,Kendell Noel,G,jackson-state,kendell-noel-1,2001
SO,80.0,Leonard Taylor,C,jackson-state,leonard-taylor-2,2001
JR,76.0,Kendrick Travis,F,jackson-state,kendrick-travis-1,2001
JR,72.0,Joseph Upchurch,G,jackson-state,joseph-upchurch-1,2001
SO,77.0,Cliff Walker,F,jackson-state,cliff-walker-1,2001
SO,81.0,Steve Albany,F,albany-ny,steve-albany-1,2001
SO,70.0,Brian Barnes,G,albany-ny,brian-barnes-1,2001
SO,76.0,Alex Barnhill,F,albany-ny,alex-barnhill-1,2001
FR,80.0,Rasheed Bonner,C,albany-ny,rasheed-bonner-1,2001
JR,77.0,Will Brand,F,albany-ny,will-brand-1,2001
FR,76.0,E.J. Gallup,G,albany-ny,ej-gallup-1,2001
JR,78.0,Joe Garba,F,albany-ny,joe-garba-1,2001
SO,75.0,Sam Hopes,G,albany-ny,sam-hopes-1,2001
SO,73.0,Antione Johnson,G,albany-ny,antione-johnson-1,2001
JR,79.0,Karim Ouattara,F,albany-ny,karim-ouattara-1,2001
FR,72.0,Kiki Picard,G,albany-ny,kiki-picard-1,2001
JR,79.0,Joe Vukovic,C,albany-ny,joe-vukovic-1,2001
FR,73.0,Chris Assel,G,sacred-heart,chris-assel-1,2001
FR,78.0,Chris Hairfield,F,sacred-heart,chris-hairfield-1,2001
JR,78.0,Andrew Hunter,F,sacred-heart,andrew-hunter-1,2001
FR,78.0,Justin James,F,sacred-heart,justin-james-1,2001
SR,79.0,Marijus Kovaliukas,F,sacred-heart,marijus-kovaliukas-1,2001
SR,72.0,Kurt Reis,G,sacred-heart,kurt-reis-1,2001
SO,79.0,Michael Sandy,F,sacred-heart,michael-sandy-1,2001
FR,81.0,Zachary Spivey,C,sacred-heart,zachary-spivey-1,2001
SO,76.0,Jannik Tuffel,G,sacred-heart,jannik-tuffel-1,2001
SR,82.0,Tim Welch,C,sacred-heart,tim-welch-1,2001
FR,70.0,Omar Wellington,G,sacred-heart,omar-wellington-1,2001
